episode_id,repo,edit_distance_writes,semantic_ratio,investment_tokens,requested_condition,selected_condition,seed,payload_tokens,correct_action,action,action_correct,recovery_success,accepted_write,touched_tests_pass,repeat_refusal,recovery_tokens,model_prompt_tokens,model_completion_tokens,recovery_tool_calls,policy_action,policy_action_correct,policy_prompt_tokens,policy_completion_tokens,policy_source,notes
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P4,P4,2,102,adapt,adapt,True,True,True,True,False,617,454,163,0,,,0,0,,The current file (v2) has normalized the scope by stripping whitespace but lacks the audit recording functionality required by my task. The previous rejection was due to the file state being stale (missing the strip logic and revision marker). I am adapting my proposal to include the audit logic while preserving the scope normalization and the existing revision marker introduced by the winning agent.
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P5,P5,0,112,adapt,adapt,True,True,True,True,False,633,464,169,0,adapt,True,419,48,qwen-policy,"The previous write was rejected because it omitted the existing scope stripping logic and the revision constant added by engineer-B. The new file rebases the original intent (adding audit recording) onto the current state by including the `scope.strip()` call, preserving the `scope` validation, adding the optional `audit` parameter, and retaining the existing `_AUTHORIZATION_REVISION_1` constant."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P5,P5,1,112,adapt,adapt,True,True,True,True,False,643,464,179,0,adapt,True,419,48,qwen-policy,"The previous write was rejected because it introduced a new `audit` parameter and recording logic but failed to include the existing `scope.strip()` call and the `_AUTHORIZATION_REVISION_1` constant present in the current file. The adapted solution rebases the task by integrating the audit recording logic (checking for `audit` and calling `record`) after the existing scope validation and stripping, while preserving the current file's structure and constants."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P5,P5,2,112,adapt,adapt,True,True,True,True,False,636,464,172,0,adapt,True,419,48,qwen-policy,"The previous write was rejected because it introduced a new parameter and logic without accounting for the engineer's recent changes (scope stripping and revision constant). The refusal payload suggests rebasing the audit logic onto the current file. I am adapting the file to include the `audit` parameter and the recording call, while preserving the existing `scope.strip()` logic and the `_AUTHORIZATION_REVISION_1` constant."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P5-oracle,P5-oracle,0,94,adapt,adapt,True,True,True,True,False,599,444,155,0,,,0,0,,"The previous write was rejected because it omitted the existing scope stripping logic and the revision constant added by engineer-B. The adapted solution reintegrates the audit recording feature into the current file state, preserving the `scope.strip()` call and the `_AUTHORIZATION_REVISION_1` constant while adding the conditional audit logic."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P5-oracle,P5-oracle,1,94,adapt,adapt,True,True,True,True,False,623,444,179,0,,,0,0,,"The previous write was rejected because it introduced a new `audit` parameter and logic while the current file had already been modified by engineer-B to include `scope.strip()` and a revision constant. The new implementation adapts the original intent (adding audit recording) by merging it into the current file state, preserving the existing `scope.strip()` logic and the revision constant, while adding the optional `audit` parameter and the corresponding recording call."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,P5-oracle,P5-oracle,2,94,adapt,adapt,True,True,True,True,False,609,444,165,0,,,0,0,,The previous write was rejected because the current file (v2) includes a `scope.strip()` call and a revision constant that were missing from my proposal. I am adapting my original intent (adding audit recording) to the current implementation by merging the audit logic into the existing `authorize` function while preserving the new `scope.strip()` logic and the existing revision constant.
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,adaptive,P1,0,80,adapt,adapt,True,False,False,False,False,631,421,210,0,,,0,0,,"The previous attempt failed because it introduced an `audit` parameter to `authorize` which does not exist in the current file signature. The task requires adding audit recording while preserving scope enforcement. The current file has already been updated to strip the scope string. I will adapt by adding a separate helper function `audit_record` to handle the audit logic, which can be called by the caller or integrated later without breaking the existing `authorize` signature. This preserves the mandatory scope enforcement (which is already in place) and adds the audit capability as a distinct operation."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,adaptive,P1,1,80,adapt,adapt,True,False,False,False,False,644,421,223,0,,,0,0,,"The previous attempt failed because it assumed the `audit` parameter was already part of the `authorize` function signature. The current codebase has evolved to strip the scope string and includes a revision marker, but lacks audit functionality. To preserve mandatory scope enforcement (which is already present) and add audit recording without breaking the existing `authorize` contract or requiring a signature change that might conflict with other callers, I am introducing a separate `audit_record` helper function. This allows the audit logic to be called explicitly where needed, adhering to the 'preserving mandatory scope enforcement' requirement while avoiding the rejected signature modification."
authorization-k1,leakage-safe-crossover-corpus,1,0.3333333333333333,255,adaptive,P1,2,80,adapt,adapt,True,False,False,False,False,660,421,239,0,,,0,0,,"The previous attempt failed because it introduced an `audit` parameter to `authorize` which was not present in the current file, and it ignored the existing `scope.strip()` logic. The task requires adding audit recording while preserving scope enforcement. Since `authorize` is the core enforcement function and modifying its signature might break existing contracts (as implied by the refusal and the existing revision marker), I will create a separate helper function `audit_record` to handle the audit logic. This preserves the mandatory scope enforcement in `authorize` (which now correctly includes the `strip` logic from the current state) and fulfills the task by providing the audit recording capability without altering the existing function signature or logic flow."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P0,P0,0,6,adapt,adapt,True,False,False,False,False,504,231,273,0,,,0,0,,"The previous attempt was rejected due to a stale read on cache.py and failed to implement the required TTL configuration. I am adapting by providing a complete replacement file that includes both the `max_size` and `ttl_seconds` parameters as requested in the task, ensuring the implementation is based on the current (assumed) state of the file."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P0,P0,1,6,adapt,adapt,True,False,False,False,False,601,231,370,0,,,0,0,,"The previous implementation was rejected due to a stale read on cache.py and failed to implement the required TTL configuration. The new implementation provides a complete TTLCache class with both capacity (max_size) and Time-To-Live (ttl) support, including expiration logic in the get method and proper ordering in the set method. The build_cache function now accepts both parameters as required."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P0,P0,2,6,adapt,adapt,True,False,False,False,False,631,231,400,0,,,0,0,,Invalid model response: ValueError: '' is not a valid RecoveryAction
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P1,P1,0,64,adapt,adapt,True,True,True,True,False,539,366,173,0,,,0,0,,"The previous implementation was rejected because it ignored the existing file structure which introduced a DEFAULT_TTL constant and a NotImplementedError stub. The new implementation adapts to the current state by implementing build_cache to accept both max_size and ttl parameters, using the provided DEFAULT_TTL as a fallback, and returning a dictionary structure that includes the new ttl configuration alongside max_size and items."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P1,P1,1,64,adapt,adapt,True,True,True,True,False,546,366,180,0,,,0,0,,"The previous implementation only accepted `max_size` and lacked TTL configuration. The current file defines `DEFAULT_TTL` and leaves `build_cache` as `NotImplementedError`. I am implementing the function to accept both `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with capacity, TTL, and items as required by the task."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P1,P1,2,64,adapt,adapt,True,True,True,True,False,570,366,204,0,,,0,0,,"The previous implementation only accepted `max_size` and raised `NotImplementedError`. The current file introduces `DEFAULT_TTL` and expects `build_cache` to be implemented. The task requires supporting both capacity (`max_size`) and TTL configuration. I am adapting the function to accept an optional `ttl` parameter (defaulting to `DEFAULT_TTL` if not provided) and returning a dictionary with `max_size`, `ttl`, and `items` keys, fulfilling the task requirements while respecting the existing file structure."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P1-pad,P1-pad,0,79,adapt,adapt,True,True,True,True,False,560,387,173,0,,,0,0,,"The previous write was rejected because the current file now includes a DEFAULT_TTL constant and a revision marker, and the build_cache function raises NotImplementedError. The task requires implementing build_cache with both capacity (max_size) and TTL configuration. I will adapt the function to accept a ttl parameter (defaulting to DEFAULT_TTL) and return a dictionary containing max_size, ttl, and items, replacing the NotImplementedError."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P1-pad,P1-pad,1,79,adapt,adapt,True,True,True,True,False,571,387,184,0,,,0,0,,"The previous implementation only accepted `max_size` and raised `NotImplementedError`. The current file defines `DEFAULT_TTL` and expects `build_cache` to be implemented. I am adapting the function to accept both `max_size` and `ttl` (with a default to `DEFAULT_TTL`), returning a dictionary with these configurations and an empty items store, fulfilling the task requirements without repeating the rejected logic."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P1-pad,P1-pad,2,79,adapt,adapt,True,True,True,True,False,587,387,200,0,,,0,0,,"The previous implementation was rejected because it ignored the new `DEFAULT_TTL` constant and the `raise NotImplementedError` in the current file. The task requires implementing `build_cache` with both capacity (`max_size`) and TTL configuration. The current file introduces `DEFAULT_TTL` and a revision marker. I am adapting the function to accept an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary that includes `max_size`, `ttl`, and `items`, and preserving the existing file structure and constants."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P2,P2,0,77,adapt,adapt,True,True,True,True,False,579,384,195,0,,,0,0,,"The previous attempt was rejected because it ignored the existing file state which introduced a `DEFAULT_TTL` constant and a `NotImplementedError` stub. The winning edit intent confirms the need to define the shared TTL default. I am now implementing `build_cache` to accept both `max_size` and `ttl` (with `ttl` defaulting to `DEFAULT_TTL`), returning a dictionary with the required configuration fields, and preserving the existing constants and revision marker."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P2,P2,1,77,adapt,adapt,True,True,True,True,False,606,384,222,0,,,0,0,,"The previous edit was rejected because it ignored the existing `DEFAULT_TTL` constant and the `NotImplementedError`. The current file already defines `DEFAULT_TTL = 60` and a stub for `build_cache`. The task requires implementing `build_cache` with both `capacity` (mapped to `max_size`) and `TTL` configuration. I will implement the function to accept `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with these configurations and an empty items store, satisfying the task requirements while respecting the existing file state."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P2,P2,2,77,adapt,adapt,True,True,True,True,False,573,384,189,0,,,0,0,,"The previous attempt was rejected because it ignored the existing file state which introduced `DEFAULT_TTL` and a `NotImplementedError`. The winning edit intent confirms the need to define the shared TTL default. I am now implementing `build_cache` to accept both `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with the required configuration, and preserving the existing file structure and revision marker."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P3,P3,0,79,adapt,adapt,True,True,True,True,False,575,389,186,0,,,0,0,,"The previous implementation only accepted `max_size` and raised `NotImplementedError`. The current file introduces a `DEFAULT_TTL` constant. The task requires implementing `build_cache` with both capacity (`max_size`) and TTL configuration. I will implement the function to accept `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with these configurations and an empty items store, replacing the `NotImplementedError`."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P3,P3,1,79,adapt,adapt,True,True,True,True,False,562,389,173,0,,,0,0,,"The previous implementation only accepted `max_size` and raised `NotImplementedError`. The current file introduces a `DEFAULT_TTL` constant. The task requires implementing `build_cache()` with both capacity (`max_size`) and TTL configuration. I will implement the function to accept an optional `ttl` parameter, defaulting to `DEFAULT_TTL` if not provided, and return a dictionary containing the configuration."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P3,P3,2,79,adapt,adapt,True,True,True,True,False,576,389,187,0,,,0,0,,"The previous implementation only accepted `max_size` and was rejected. The current file introduces a `DEFAULT_TTL` constant and leaves `build_cache` as `NotImplementedError`. The task requires implementing `build_cache` with both capacity (`max_size`) and TTL configuration. I will implement the function to accept `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with these configurations and an empty items store."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P4,P4,0,87,adapt,adapt,True,True,True,True,False,596,400,196,0,,,0,0,,"The previous write was rejected because it ignored the existing `DEFAULT_TTL` constant and the `NotImplementedError` placeholder. The current file defines `DEFAULT_TTL = 60` and requires `build_cache` to be implemented. I am adapting the implementation to accept both `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with the required configuration keys, and preserving the existing file structure and revision marker."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P4,P4,1,87,adapt,adapt,True,False,False,False,False,665,400,265,0,,,0,0,,"The previous write was rejected because it ignored the existing DEFAULT_TTL constant and the NotImplementedError placeholder. The current file defines DEFAULT_TTL and expects build_cache to be implemented. I am adapting the implementation to accept both max_size and a ttl parameter (defaulting to DEFAULT_TTL), returning a structure that supports capacity and TTL tracking as required by the task, while preserving the existing file structure and constants."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P4,P4,2,87,adapt,adapt,True,True,True,True,False,616,400,216,0,,,0,0,,"The previous write was rejected because it ignored the existing `DEFAULT_TTL` constant and the `NotImplementedError` placeholder. The current file defines `DEFAULT_TTL = 60` and requires the `build_cache` function to be implemented. The task requires implementing `build_cache` with both capacity (`max_size`) and TTL configuration. The new implementation accepts `max_size` and an optional `ttl` argument (defaulting to `DEFAULT_TTL`), returning a dictionary with these configurations and an empty items store, satisfying the task requirements while respecting the existing file structure."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P5,P5,0,105,adapt,escalate,False,False,False,False,False,523,422,101,0,escalate,False,347,62,qwen-policy,"The current file introduces a DEFAULT_TTL constant but leaves build_cache() raising NotImplementedError. The task requires implementing TTL configuration, but the intended API signature (e.g., whether to accept a TTL argument, use the default, or support both) is ambiguous given the partial implementation and the constant's existence. This creates a contract gap that requires manager guidance to resolve safely."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P5,P5,1,105,adapt,escalate,False,False,False,False,False,529,422,107,0,escalate,False,347,62,qwen-policy,"The current file introduces a DEFAULT_TTL constant and a revision marker but leaves build_cache() raising NotImplementedError. The task requires implementing both capacity and TTL configuration, but the intended API signature (e.g., whether TTL is a parameter, a default, or a separate config object) is ambiguous given the new constant and the incomplete implementation. Rebased edits cannot safely proceed without manager guidance on the contract."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P5,P5,2,105,adapt,escalate,False,False,False,False,False,529,422,107,0,escalate,False,347,62,qwen-policy,"The current file introduces a DEFAULT_TTL constant but leaves build_cache() raising NotImplementedError. The task requires implementing both capacity and TTL configuration, but the intended API signature (e.g., whether TTL is a parameter, a default, or a separate config object) is ambiguous given the new constant and the unimplemented function. This contract gap requires manager guidance to determine the correct implementation strategy before rebasing."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P5-oracle,P5-oracle,0,78,adapt,adapt,True,True,True,True,False,592,389,203,0,,,0,0,,"The previous implementation was rejected because it ignored the existing file state which introduced a DEFAULT_TTL constant and a NotImplementedError placeholder. The new implementation adapts the original intent (building a cache with capacity) to the current file by: 1) Preserving the DEFAULT_TTL constant and _CACHE_REVISION_1 marker, 2) Implementing build_cache to accept both max_size and an optional ttl parameter (defaulting to DEFAULT_TTL), and 3) Returning a dictionary containing max_size, ttl, and the items dictionary as requested by the task."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P5-oracle,P5-oracle,1,78,adapt,adapt,True,True,True,True,False,574,389,185,0,,,0,0,,"The previous write was rejected because the current file (v2) introduces a DEFAULT_TTL constant and a NotImplementedError stub, indicating a shift in the implementation contract. The task requires implementing build_cache() with both capacity (max_size) and TTL configuration. I am adapting the proposed logic to respect the existing DEFAULT_TTL constant, making it an optional parameter that defaults to the module-level constant, and returning a dictionary that includes the ttl configuration alongside max_size and items."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,P5-oracle,P5-oracle,2,78,adapt,adapt,True,True,True,True,False,587,389,198,0,,,0,0,,"The previous write was rejected because the file has evolved to include a DEFAULT_TTL constant and a NotImplementedError stub. The task requires implementing build_cache with both capacity (max_size) and TTL configuration. I am adapting the proposed logic to the current file state by: 1) Preserving the existing constants and revision marker, 2) Updating the function signature to accept an optional ttl parameter (defaulting to DEFAULT_TTL), and 3) Returning a dictionary that includes max_size, ttl, and items, replacing the NotImplementedError."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,adaptive,P1,0,64,adapt,adapt,True,True,True,True,False,543,366,177,0,,,0,0,,"The previous implementation was rejected because it ignored the existing file structure which introduced a DEFAULT_TTL constant and a revision marker. The task requires implementing build_cache with both capacity and TTL. I am adapting the function to accept a ttl parameter (defaulting to DEFAULT_TTL) and returning a dictionary that includes both max_size and ttl, satisfying the task requirements while respecting the current file state."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,adaptive,P1,1,64,adapt,adapt,True,True,True,True,False,540,366,174,0,,,0,0,,"The previous implementation only accepted `max_size` and lacked TTL configuration. The current file introduces a `DEFAULT_TTL` constant and a `build_cache` stub. I am adapting the function to accept both `max_size` and an optional `ttl` parameter (defaulting to `DEFAULT_TTL`), returning a dictionary with both configurations as required by the task."
cache-k1,leakage-safe-crossover-corpus,1,0.5,230,adaptive,P1,2,64,adapt,adapt,True,True,True,True,False,570,366,204,0,,,0,0,,"The previous implementation only accepted `max_size` and raised `NotImplementedError`. The current file introduces `DEFAULT_TTL` and expects `build_cache` to be implemented. The task requires supporting both capacity (`max_size`) and TTL configuration. I am adapting the function to accept an optional `ttl` parameter (defaulting to `DEFAULT_TTL` if not provided) and returning a dictionary with `max_size`, `ttl`, and `items` keys, fulfilling the task requirements while respecting the existing file structure."
deduplication-k1,leakage-safe-crossover-corpus,1,0.6,330,P0,P0,0,6,adapt,adapt,True,False,False,False,False,341,227,114,0,,,0,0,,"The task is to preserve first-seen order while deduplicating validated input. The proposed solution using `dict.fromkeys(items)` correctly preserves insertion order (first-seen) and removes duplicates. The rejection was due to a stale read on the file, not a logic error. I am re-submitting the same correct implementation as the complete file content."
deduplication-k1,leakage-safe-crossover-corpus,1,0.6,330,P0,P0,1,6,adapt,adapt,True,False,False,False,False,331,227,104,0,,,0,0,,"The refusal indicates a stale read on the file, not a logical error in the code. The proposed implementation using `dict.fromkeys` correctly preserves first-seen order while deduplicating. I am re-submitting the same complete file content to ensure it is based on the current state of the repository."
deduplication-k1,leakage-safe-crossover-corpus,1,0.6,330,P0,P0,2,6,adapt,adapt,True,False,False,False,False,340,227,113,0,,,0,0,,"The task is to preserve first-seen order while deduplicating validated input. The proposed implementation using `dict.fromkeys` correctly preserves insertion order (first-seen) and removes duplicates. The rejection was due to a stale read, not a logic error. I am re-submitting the same correct implementation based on the current state of the file."
deduplication-k1,leakage-safe-crossover-corpus,1,0.6,330,P1,P1,0,75,adapt,adapt,True,True,True,True,False,575,389,186,0,,,0,0,,"The previous implementation used `set` which does not preserve insertion order. The current file also uses `set` and was rejected because it fails the task requirement to 'preserve first-seen order'. The new implementation uses a `seen` set for O(1) lookups and a `result` list to maintain the order of first appearance, satisfying the task while respecting the existing null-check and revision constant."
deduplication-k1,leakage-safe-crossover-corpus,1,0.6,330,P1,P1,1,75,adapt,adapt,True,True,True,True,False,555,389,166,0,,,0,0,,"The previous implementation used `set` which does not preserve insertion order. The task requires preserving first-seen order. I am adapting the file to use a set for O(1) lookups while appending to a list to maintain order, while keeping the existing None check and revision constant from the current state."
